Wall time,Step,Value
1658448770.236017,10000,0.19967572391033173
1658449099.1436987,20000,0.1993023157119751
1658449364.6405451,30000,0.198992520570755
1658449651.9944885,40000,0.19857525825500488
1658449921.676415,50000,0.19816464185714722
1658450202.8614774,60000,0.19777779281139374
1658450494.0171947,70000,0.1973537802696228
1658450762.7540066,80000,0.19700567424297333
1658451046.416724,90000,0.1966550350189209
1658451330.6209266,100000,0.1961774230003357
1658451600.5642633,110000,0.195829838514328
1658451883.1200547,120000,0.19542676210403442
1658452150.5366147,130000,0.19500400125980377
1658452434.7270942,140000,0.19458487629890442
1658452699.8752887,150000,0.19418255984783173
1658452984.4434159,160000,0.19381697475910187
1658453272.4130306,170000,0.19335612654685974
1658453545.5931332,180000,0.19296787679195404
1658453807.1688192,190000,0.19266076385974884
1658454072.640086,200000,0.19233176112174988
1658454350.5467472,210000,0.19180478155612946
1658454621.2184882,220000,0.1913139671087265
1658454888.8803813,230000,0.1909894347190857
1658455164.7890658,240000,0.1906692385673523
1658455450.9512126,250000,0.1901783049106598
1658455716.8276894,260000,0.18971307575702667
1658455985.0851839,270000,0.18944759666919708
1658456269.3500826,280000,0.18902179598808289
1658456532.688697,290000,0.18856507539749146
1658456802.8427694,300000,0.1882995218038559
1658457084.4061797,310000,0.1878102570772171
1658457349.9458218,320000,0.18732291460037231
1658457613.9057505,330000,0.18700815737247467
1658457906.4318337,340000,0.1865520030260086
1658458160.8893578,350000,0.18609416484832764
1658458432.5307593,360000,0.18578743934631348
1658458695.1860664,370000,0.18548400700092316
1658458979.110571,380000,0.18501649796962738
1658459243.293067,390000,0.18453483283519745
1658459508.590656,400000,0.18422916531562805
1658459791.9408236,410000,0.1837654560804367
1658460059.312592,420000,0.18333032727241516
1658460321.6313767,430000,0.18302255868911743
1658460589.9522092,440000,0.18266740441322327
1658460857.9267757,450000,0.18232892453670502
1658461137.2784886,460000,0.18181470036506653
1658461401.5164294,470000,0.18132144212722778
1658461670.4338353,480000,0.18098092079162598
1658461938.0036867,490000,0.18065236508846283
1658462202.343097,500000,0.18031799793243408
1658462486.3572505,510000,0.179841086268425
1658462754.9495018,520000,0.17938223481178284
1658463047.1324534,530000,0.17895014584064484
1658463302.1410806,540000,0.17849624156951904
1658463567.9274127,550000,0.17817552387714386
1658463837.0967352,560000,0.1778591126203537
1658464104.3591754,570000,0.17752160131931305
1658464386.0760682,580000,0.17704394459724426
1658464649.8115015,590000,0.17656999826431274
1658464944.9165044,600000,0.17614145576953888
1658465206.422711,610000,0.17570224404335022
1658465474.420264,620000,0.1753798872232437
1658465746.9551008,630000,0.17505748569965363
1658466028.2924511,640000,0.17459699511528015
1658466307.3158271,650000,0.17415751516819
1658466616.4738653,660000,0.17375938594341278
1658466887.7603514,670000,0.17335179448127747
1658467158.5674734,680000,0.17304104566574097
1658467429.1742277,690000,0.17270107567310333
1658467715.7037654,700000,0.17219805717468262
1658467988.5467622,710000,0.17169423401355743
1658468258.6619892,720000,0.17134708166122437
1658468527.5571392,730000,0.1709977239370346
1658468797.2569983,740000,0.1706705242395401
1658469090.2390058,750000,0.17018131911754608
1658469357.1563625,760000,0.1696886420249939
1658469639.2427435,770000,0.16936267912387848
1658469923.5809827,780000,0.16904747486114502
1658470203.136209,790000,0.16872255504131317
1658470491.5826638,800000,0.16823826730251312
1658470774.8160574,810000,0.1677587926387787
1658471056.285736,820000,0.16744647920131683
1658471349.187726,830000,0.16696518659591675
1658471611.6422107,840000,0.166486918926239
1658471884.8627038,850000,0.16617335379123688
1658472155.487631,860000,0.1658223271369934
1658472443.1327279,870000,0.1653681844472885
1658472716.317383,880000,0.1649099588394165
1658472986.580176,890000,0.16462291777133942
1658473262.5320046,900000,0.1643080860376358
1658473548.8374064,910000,0.16383056342601776
1658473820.7246354,920000,0.1633511185646057
1658474089.2096589,930000,0.16305676102638245
1658474378.3478103,940000,0.16261425614356995
1658474644.840251,950000,0.16213268041610718
1658474917.5976088,960000,0.16180823743343353
1658475210.4302218,970000,0.16135485470294952
1658475474.3081539,980000,0.16084803640842438
1658475744.8936667,990000,0.16050304472446442
1658476017.5791101,1000000,0.16016040742397308
1658476288.1351388,1010000,0.1598111242055893
1658476561.1036887,1020000,0.15947136282920837
1658476836.1595259,1030000,0.15913139283657074
1658477122.7102737,1040000,0.15860265493392944
1658477395.779309,1050000,0.1580822765827179
1658477668.0788665,1060000,0.15774667263031006
1658477937.51869,1070000,0.15741315484046936
1658478211.5785291,1080000,0.15706616640090942
1658478483.1321917,1090000,0.15672023594379425
1658478773.8932538,1100000,0.1562131941318512
1658479042.4268842,1110000,0.1556931585073471
1658479313.1479652,1120000,0.15533380210399628
1658479584.550066,1130000,0.15499024093151093
1658479859.312722,1140000,0.1546381264925003
1658480128.8832595,1150000,0.15431943535804749
1658480420.1517699,1160000,0.15378718078136444
1658480691.2404332,1170000,0.15325528383255005
1658480968.7788584,1180000,0.1529322862625122
1658481238.3528354,1190000,0.15258659422397614
1658481517.22157,1200000,0.15223391354084015
1658481791.4865675,1210000,0.15188780426979065
1658482060.13193,1220000,0.15155652165412903
1658482352.842781,1230000,0.15103408694267273
1658482625.2768993,1240000,0.15054120123386383
1658482903.538291,1250000,0.15018928050994873
1658483172.5016243,1260000,0.1498289257287979
1658483442.3330421,1270000,0.14948199689388275
1658483739.9965942,1280000,0.14897501468658447
1658484000.2044177,1290000,0.1484779268503189
1658484270.5132525,1300000,0.14811499416828156
1658484543.2108088,1310000,0.14776940643787384
1658484817.973265,1320000,0.14742812514305115
1658489869.4825654,1020000,0.159386545419693
1658490100.405915,1030000,0.15883468091487885
1658490357.4040096,1040000,0.1584673672914505
1658490594.9431002,1050000,0.15809471905231476
1658490824.7072246,1060000,0.15772923827171326
1658491058.3905885,1070000,0.1573556363582611
1658491299.5179641,1080000,0.15697744488716125
1658491540.7796538,1090000,0.15661028027534485
1658491773.924507,1100000,0.15623831748962402
1658492011.2668662,1110000,0.15585839748382568
1658492235.5176237,1120000,0.15548168122768402
1658492461.4556427,1130000,0.15512004494667053
1658492675.0419006,1140000,0.15475204586982727
1658492911.5050297,1150000,0.15419642627239227
1658493124.2791917,1160000,0.1536477655172348
1658493344.6014032,1170000,0.15326863527297974
1658493569.0557964,1180000,0.15290279686450958
1658493799.745313,1190000,0.15252575278282166
1658494024.5362058,1200000,0.15215599536895752
1658494250.1402738,1210000,0.15179863572120667
1658494470.9336712,1220000,0.1514376401901245
1658494697.501264,1230000,0.1510588824748993
1658494916.6640036,1240000,0.15068060159683228
1658495131.6392412,1250000,0.15030647814273834
1658495354.16701,1260000,0.1499263197183609
1658495576.2603602,1270000,0.1495589166879654
1658495817.8082733,1280000,0.1489991545677185
1658496032.417632,1290000,0.14845067262649536
1658496256.410967,1300000,0.14809368550777435
1658496474.4629395,1310000,0.14772355556488037
1658496693.5060697,1320000,0.1473493129014969
1658496913.9348805,1330000,0.1469869166612625
1658497128.865859,1340000,0.14662152528762817
1658497351.2028468,1350000,0.14624811708927155
1658497578.765067,1360000,0.1458733230829239
1658497804.8830235,1370000,0.1454981565475464
1658498025.7704227,1380000,0.1451355218887329
1658498248.6541255,1390000,0.14475907385349274
1658498488.1639218,1400000,0.1442088782787323
1658498712.0375738,1410000,0.143668994307518
1658498929.185903,1420000,0.1432979553937912
1658499147.2367332,1430000,0.14292111992835999
1658499362.8721225,1440000,0.14255675673484802
1658499579.8775988,1450000,0.14219172298908234
1658499801.2852721,1460000,0.1418246030807495
1658500024.2039127,1470000,0.1414663940668106
1658500248.540096,1480000,0.14110608398914337
1658500469.2773223,1490000,0.14074228703975677
1658500711.5562243,1500000,0.14019252359867096
1658500926.246719,1510000,0.13963615894317627
1658501142.4988983,1520000,0.13926640152931213
1658501361.3184948,1530000,0.13889740407466888
1658501589.4997768,1540000,0.1385345160961151
1658501822.8626814,1550000,0.13816039264202118
1658502051.3738148,1560000,0.13779936730861664
1658502283.7560325,1570000,0.1374260038137436
1658502514.892145,1580000,0.1370476335287094
1658502748.6122496,1590000,0.13669411838054657
1658502978.2614062,1600000,0.1363365650177002
1658503232.2021565,1610000,0.1358034759759903
1658503460.4809923,1620000,0.1352677196264267
1658503689.4788003,1630000,0.13490784168243408
1658503909.7165804,1640000,0.13454392552375793
1658504126.5174284,1650000,0.13418379426002502
1658504339.8374515,1660000,0.13382172584533691
1658504554.5275912,1670000,0.13344427943229675
1658504768.400779,1680000,0.13308404386043549
1658504985.17847,1690000,0.13271859288215637
1658505196.2887232,1700000,0.13236407935619354
1658505428.7440174,1710000,0.13181613385677338
1658505646.2227464,1720000,0.13128800690174103
1658505861.4905615,1730000,0.13093136250972748
1658506078.469214,1740000,0.13056880235671997
1658506292.6225429,1750000,0.1302064061164856
1658506509.7707438,1760000,0.12984983623027802
1658506723.9866557,1770000,0.129482239484787
1658506939.9855928,1780000,0.12911823391914368
1658507151.3108764,1790000,0.1287568360567093
1658507383.6547952,1800000,0.1282162368297577
1658507600.4749227,1810000,0.12768228352069855
1658507816.8979123,1820000,0.12732668220996857
1658508030.7851834,1830000,0.1269715577363968
1658508242.9786594,1840000,0.12660856544971466
1658508463.192455,1850000,0.12624463438987732
1658508683.4349074,1860000,0.12588180601596832
1658508900.3154516,1870000,0.12552107870578766
1658509115.2778668,1880000,0.1251545548439026
1658509344.818109,1890000,0.12461008131504059
1658509563.694821,1900000,0.12408968061208725
1658509780.7082217,1910000,0.12373007833957672
1658510003.880005,1920000,0.12338355928659439
1658510219.6240158,1930000,0.1230284795165062
1658510444.8902683,1940000,0.12266615778207779
1658510666.3005579,1950000,0.12230055779218674
1658510887.6988735,1960000,0.12195148319005966
1658511122.5357933,1970000,0.12140645831823349
1658511343.5716524,1980000,0.12087704241275787
1658511565.9482715,1990000,0.1205456405878067
1658511787.1753373,2000000,0.12019267678260803
1658512008.8055563,2010000,0.11984395980834961
1658512234.0817897,2020000,0.1194935217499733
1658512455.7354047,2030000,0.11913836002349854
1658512690.7459242,2040000,0.11860951781272888
1658512904.744527,2050000,0.11808531731367111
1658513128.339222,2060000,0.11771643906831741
1658513348.3285334,2070000,0.11735600233078003
